,movieId,genres
8536,115877,Animation|Comedy
663,869,Crime|Drama|Musical|Thriller
1093,1422,Crime|Drama|Mystery|Thriller
8472,113348,Action|Adventure|Comedy
1020,1332,Horror|Thriller
5349,8939,Sci-Fi|Thriller
1206,1605,Adventure|Romance
5050,7932,Documentary
5014,7812,Drama|Sci-Fi
4992,7728,Crime|Drama|Film-Noir|Thriller
4990,7720,Action|Adventure|Comedy|Romance
4968,7619,Drama
4960,7579,Comedy|Drama|Romance
2656,3559,Comedy|Drama|Romance
4934,7450,Comedy|Romance
4932,7448,Comedy
2537,3401,Adventure|Sci-Fi
2513,3364,Crime|Film-Noir
2425,3235,Comedy
2378,3158,Drama
2363,3135,Drama
2359,3129,Comedy|Drama
7082,70521,Drama|Fantasy|Romance|Sci-Fi
4889,7340,Comedy
2337,3097,Comedy|Drama|Romance
8098,101025,Adventure|Fantasy|IMAX
7112,71211,Comedy|Crime|Drama|Thriller
2270,3015,Thriller
4871,7311,Drama|Romance
4861,7299,Drama
4860,7297,Comedy|Drama
4846,7258,Comedy|Crime
2206,2932,Drama
6423,51884,Drama|Romance
5070,7991,Action|Sci-Fi
4831,7225,Documentary
3101,4168,Comedy|Romance
5344,8928,Comedy|Horror
5477,26340,Action|Adventure|Animation|Children|Comedy|Fantasy
5485,26375,Action|Comedy|Crime
3680,5075,Comedy
3655,5034,Drama|Romance
3584,4920,Drama|Romance
5803,32022,Documentary|War
3503,4795,Adventure|Comedy|Romance|War
5868,33164,Horror|Thriller
5877,33421,Drama
5943,34528,Comedy|Drama
3410,4644,Comedy|Drama|Romance
5197,8491,Crime|Drama|Film-Noir
6052,40959,Action|Comedy|Crime|Thriller
6076,42013,Comedy
3263,4424,Drama
5152,8362,Comedy|Drama|Romance
3863,5438,Action|Comedy
3203,4329,Western
3159,4256,Drama
5086,8044,Crime|Drama|Film-Noir
5082,8033,Comedy|Crime|Romance
3881,5460,Action|Animation|Children|Comedy
5075,8012,Comedy|Drama
6324,49130,Comedy|Drama|Romance
7196,73015,Comedy|Romance
7259,74750,Horror|Thriller
1513,2043,Adventure|Children|Fantasy
4698,7024,Drama
1919,2548,Horror
1337,1812,Children|Comedy|Drama
1361,1859,Drama
7936,96020,Drama
1506,2035,Children|Comedy
4643,6950,Adventure|Thriller|Western
1657,2212,Drama|Thriller
7861,94503,Comedy|Romance
1862,2475,Action|Mystery|Thriller
1682,2264,Comedy|Crime
7619,87867,Comedy
1731,2327,Fantasy|Horror|Thriller
1449,1973,Horror
1717,2310,Drama
7897,95307,Comedy|Drama|Musical|IMAX
1931,2561,Crime|Thriller
7479,82854,Adventure|Comedy|Fantasy
8049,99145,Drama|Thriller
1618,2163,Comedy|Horror
7260,74754,Comedy|Drama|Romance
2157,2874,Comedy|Musical|Romance
1538,2074,Crime|Drama|Romance
1270,1686,Crime|Thriller
7763,91690,Comedy
7713,90603,Action|Animation|Crime
2068,2748,Action|Adventure|Comedy
7363,79274,Action|Animation
2018,2691,Drama
7416,80862,Documentary|Mystery
4057,5788,Drama
7478,82852,Comedy
7664,89305,Adventure|Comedy
9327,160954,Drama|Thriller
8357,109483,Comedy|Romance
4558,6783,Comedy|Drama
6094,42732,Comedy
6223,46572,Drama|Thriller
4821,7209,Comedy
4644,6951,Children|Comedy
9413,166492,Comedy
6017,39400,Action|Horror|Mystery|Thriller
5991,37736,Drama
7839,93831,Comedy
5894,33677,Documentary
4628,6920,Crime|Thriller
5618,27311,Action|Animation|Crime|Sci-Fi|Thriller
5309,8833,Drama|Romance
8241,104925,Action|Comedy|Crime
8070,100083,Comedy
8092,100714,Drama|Romance
8209,103984,Comedy|Drama
4564,6790,Drama|Fantasy|Sci-Fi
4693,7017,Action|Thriller
6265,47725,Comedy|Drama|Fantasy|Romance
7835,93766,Action|Adventure|Fantasy|IMAX
7169,72395,Drama
8672,122902,Action|Adventure|Fantasy|Sci-Fi
7333,78266,Horror|Sci-Fi|Thriller
4480,6629,Crime|Horror|Mystery|Thriller
7156,72129,Crime|Horror|Mystery|Thriller
8570,117466,Action|Adventure|Drama
7388,80126,Drama|Thriller
4894,7348,Thriller
4442,6567,Comedy|Crime|Drama|War
7500,84187,Action|Animation|Drama|Sci-Fi
6984,67695,Action|Comedy
7538,85354,Action|Crime
4739,7072,Action|Drama|Romance|Western
4427,6549,Comedy|Drama|Romance
6918,65126,Comedy|Drama
6914,64993,Animation|Drama|Romance
8459,112897,Action|Adventure
9020,141544,Action|Adventure|Sci-Fi
6798,60979,Action|Animation|Crime
6644,57243,Comedy|Drama
6550,55094,Drama|Mystery
6425,51925,Drama|Fantasy|Mystery|Thriller
4485,6643,Drama
4394,6466,Drama|Romance
6384,50804,Drama|Horror|Thriller
9229,155509,Action|Comedy|Romance
4688,7010,Drama|Romance
7097,70946,Fantasy|Horror
4862,7301,Drama
4299,6291,Crime|Drama
2418,3217,Drama
3994,5643,Documentary
4312,6308,Comedy|Crime|Romance
3532,4835,Drama
3983,5625,Drama|Romance
3570,4898,Comedy|Crime|Mystery|Thriller
2613,3502,Drama
3149,4241,Animation|Children
669,881,Children|Comedy
2825,3786,Comedy
2809,3760,Comedy
1253,1667,Action|Drama
2885,3864,Action|Adventure|Sci-Fi
4243,6196,Action|Crime|Drama|Thriller
3995,5644,Drama
1879,2498,Comedy|Sci-Fi
2112,2807,Action|Sci-Fi
4073,5820,Documentary|Musical
2930,3937,Sci-Fi|Thriller
3708,5127,Drama|Fantasy|Mystery|Romance|Thriller
4152,5988,Drama
3439,4697,Comedy|Horror
3905,5497,Adventure|Comedy|Sci-Fi
1659,2227,Crime|Drama|Thriller
4323,6327,Documentary
4329,6334,Drama
3154,4248,Comedy
3132,4221,Comedy
2171,2888,Comedy|Romance
4230,6170,Adventure|Children|Drama
1362,1860,Drama
2104,2799,Comedy
3349,4552,Action|Horror|Sci-Fi|Thriller
4105,5891,Horror|Thriller
3739,5214,Comedy|Fantasy
2608,3497,Comedy
1621,2166,Crime|Drama|Romance|Thriller
8895,135532,Action|Adventure|Fantasy
1079,1401,Drama
3130,4219,Comedy
7231,74154,Comedy|Romance
2639,3537,Comedy|Drama
87,99,Documentary
1387,1904,Comedy|Drama
2600,3480,Drama|Romance
9601,177615,Comedy
6681,58303,Crime|Drama|War
4195,6063,Drama|Horror
591,731,Crime|Thriller
2593,3473,Comedy
9605,178061,Drama
3692,5099,Children|Drama
1469,1995,Horror|Thriller
9035,141866,(no genres listed)
4435,6559,Children|Comedy
6895,64167,Adventure|Fantasy
5311,8836,Drama|Romance|Thriller
3693,5102,Comedy|Fantasy
100,113,Drama|Mystery
1983,2634,Horror
7242,74508,Drama|Romance
8493,114074,Drama
3581,4916,Drama|War
566,691,Comedy|Romance
3914,5506,Crime|Drama|Mystery|Thriller
6817,61289,Action|Western
5012,7810,Adventure|Sci-Fi
4870,7310,Action
6106,43460,Comedy|Drama
469,536,Drama
1305,1752,Action|Crime|Thriller
8059,99728,Action|Crime|Drama
2699,3626,Comedy
6053,40962,Comedy|Romance
4687,7009,Drama
2089,2782,Horror
4244,6197,Drama|Mystery
4006,5668,Drama
2748,3690,Comedy
5911,33896,Horror
4488,6650,Comedy|Drama
6492,53550,Action|Adventure|Drama|War
2939,3947,Action|Crime|Drama|Thriller
3435,4688,Adventure|Drama
1864,2477,Adventure
3900,5485,Comedy|Drama|Romance
4583,6818,Drama|War
4478,6625,Adventure|Children|Comedy
119,146,Adventure|Children
4258,6220,Drama|Horror|Thriller
1199,1598,Crime|Drama|Thriller
1982,2633,Horror|Romance
3180,4293,Comedy
1511,2041,Action|Adventure|Children|Comedy
7347,78836,Drama
5887,33639,Children|Documentary
9206,152083,Comedy|War
1343,1827,Comedy|Documentary
48,53,Adventure|Drama
424,487,Comedy|Western
8114,101577,Action|Adventure|Romance
3257,4409,Comedy|Drama|Mystery|Thriller
9674,184471,Action|Adventure|Fantasy
3020,4043,Crime|Drama
8341,108949,Crime
4382,6436,Drama
4384,6442,Comedy|Romance
2303,3055,Thriller
5420,25937,Musical|Romance
6626,56607,Drama
8382,110297,Adventure|Comedy|Crime
3540,4849,Comedy|Drama
5866,33158,Action|Crime|Thriller
2817,3769,Action
4762,7102,Comedy|Crime|Drama
1226,1629,Comedy|Romance
2395,3179,Drama
2399,3185,Drama
3804,5333,Crime|Drama
1205,1604,Action|Comedy
1498,2024,Drama|Mystery
4162,6002,Drama
4167,6012,Comedy|Romance
7869,94833,Adventure|Animation|Children|Comedy
3631,4991,Comedy|Drama|Romance
3031,4063,Comedy|Drama|Romance
3311,4488,Action|Crime|Drama
6342,49647,Children|Comedy|Drama|Fantasy
4621,6898,Drama
4083,5843,Action|Drama
4380,6433,Documentary
1122,1465,Action|Drama
8244,105037,Comedy
4897,7354,Comedy|Drama|Romance
5971,36537,Comedy|Drama
70,78,Action|Crime|Drama|Thriller
9315,160567,Comedy
7855,94266,Comedy|Romance
5882,33499,Comedy|Romance
3531,4833,Horror|Mystery|Thriller
2985,4003,Comedy
3080,4141,Comedy|Romance
1158,1529,Comedy|Drama
1641,2188,Drama
129,156,Comedy|Drama
6946,65982,Action|Adventure|Sci-Fi
600,747,Comedy
869,1151,Animation|Comedy|Drama|Fantasy
2184,2902,Horror|Mystery|Thriller
272,313,Animation|Children
7142,71668,Comedy|Romance
4832,7228,Animation|Comedy|Fantasy
2993,4012,Comedy|Drama
5628,27408,Drama|Thriller
5711,27873,Documentary
3590,4929,Comedy
2878,3855,Drama|Romance
3844,5410,Drama|Sci-Fi
6740,59727,Horror|Thriller
5720,30745,Comedy|Crime|Drama|Horror|Mystery
4014,5680,Crime|Drama
7700,90403,Action|Adventure
5025,7840,Adventure|Comedy|War
6326,49220,Comedy
4115,5915,Action|Drama|War
3419,4662,Comedy|Crime
1630,2177,Comedy|Thriller
453,518,Comedy
6031,40412,Crime|Thriller
2870,3843,Horror
3679,5074,Comedy|Drama
6530,54780,Comedy|Drama|Romance
7393,80241,Comedy|Romance
344,387,Action|Comedy
1925,2554,Horror|Sci-Fi|Thriller
7426,81158,Documentary|War
7529,85131,Action|Sci-Fi|War
5947,34536,Action|Drama|War
2754,3696,Comedy|Horror|Sci-Fi|Thriller
1027,1340,Drama|Horror|Sci-Fi
7552,85796,Action|Adventure|Crime|Thriller
4946,7486,Drama|Romance
6714,59037,Action|Children|Sci-Fi|IMAX
4182,6039,Comedy|Romance
8704,126430,Action|Adventure|Drama|War
8001,97866,Documentary
8789,130576,Drama|Sci-Fi
2837,3799,Animation|Children
206,240,Thriller
557,670,Drama
3760,5255,Comedy
6700,58839,Comedy|Drama|Romance
3512,4808,Mystery|Thriller
177,209,Drama
7405,80590,Drama
5590,26974,Drama
9523,172591,(no genres listed)
7235,74282,Children|Drama|Romance
9684,185135,Crime
2551,3420,Drama|Thriller
6394,51024,Adventure|Drama|Fantasy
8898,135567,Action|Adventure|Sci-Fi
9129,147376,Sci-Fi
6896,64197,Drama
6208,45732,Comedy|Fantasy|Romance
7226,73881,Comedy|Drama|Romance
4776,7124,Documentary
2426,3238,Thriller
5737,30898,Comedy|Drama|Romance
7788,92391,Horror
7621,87876,Adventure|Animation|Children|Comedy|IMAX
6878,63436,Crime|Horror|Thriller
4454,6584,Adventure|Comedy|Crime|Thriller
4274,6249,Comedy
3324,4506,Crime|Mystery|Thriller
4277,6252,Comedy|Romance
2468,3287,Animation|Children
2282,3031,Comedy
2490,3326,Comedy|Sci-Fi
5832,32582,Documentary
9042,142115,Documentary
2477,3302,Comedy
8096,100882,Adventure|Comedy|Fantasy|Romance|IMAX
3875,5452,Children|Comedy|Romance
4278,6254,Comedy|Romance
3799,5323,Horror|Sci-Fi|Thriller
5113,8183,Comedy|Drama
1194,1592,Children|Comedy
7188,72731,Crime|Drama|Fantasy|Horror|Thriller
5454,26171,Comedy
6168,44889,Comedy|Drama|Musical
8238,104906,Comedy|Romance
3184,4298,Crime|Film-Noir|Thriller
7829,93563,Action|Sci-Fi|Thriller
4700,7026,Comedy
456,521,Crime|Thriller
5004,7767,Drama
3307,4482,Drama
4874,7316,Comedy
7276,75813,Comedy|Crime|Drama|Thriller
7774,91978,Crime|Thriller
5493,26422,Comedy|Drama|Musical
6114,43708,Comedy|Documentary
8066,99917,Romance|Sci-Fi|Thriller
9408,166024,(no genres listed)
7062,69849,Drama|War
7258,74727,Comedy|Crime|Drama|Mystery
2368,3145,Drama
5905,33830,Adventure|Comedy|Romance
1683,2265,Adventure|Comedy
5732,30848,Drama
2946,3955,Comedy
4477,6624,Action|Adventure|Children|Fantasy
4691,7015,Comedy|Romance
3232,4373,Comedy
5785,31700,Children|Comedy|Drama
4714,7045,Children|Fantasy
5898,33725,Comedy|Drama|Musical
1466,1992,Horror|Thriller
4226,6162,Adventure|Drama
1834,2439,Drama
4048,5772,Drama
8346,109187,Drama|Fantasy|Sci-Fi
1178,1571,Comedy|Romance
417,479,Action|Crime|Thriller
1721,2314,Drama
3659,5046,Action|Drama|Sci-Fi|Thriller
3378,4602,Comedy|Crime|Romance
3039,4077,Drama|Thriller
423,486,Comedy
7963,96655,Comedy|Drama|Sci-Fi
5653,27619,Adventure|Animation|Children|Comedy
1734,2330,Comedy|Documentary
1706,2295,Comedy
1735,2331,Comedy|Drama|Romance
3314,4492,Comedy|Sci-Fi
9322,160718,Animation
3008,4030,Horror
5173,8405,Drama|Horror
4116,5919,Sci-Fi
4104,5890,Comedy|Drama
7588,86835,Action|Horror|Sci-Fi|Thriller
1859,2472,Comedy
7672,89582,Drama|Thriller
1168,1550,Comedy|Romance
1100,1430,Comedy|Thriller
1798,2399,Adventure|Children|Fantasy
6383,50802,Comedy|Drama|Romance
1081,1406,Crime|Drama|Mystery|Thriller
1870,2488,Drama|Horror|Thriller
4089,5867,Crime|Drama|Thriller
6386,50842,Comedy|Drama
6387,50851,Documentary
4122,5938,Comedy|Crime|Mystery|Thriller
4785,7142,Drama|Romance
537,634,Comedy
5267,8695,Comedy
2952,3964,Animation|Children
215,251,Action
1467,1993,Comedy|Horror|Thriller
3359,4572,Action|Crime|Drama
4964,7614,Musical|Romance|Western
3084,4146,Drama|Mystery|Romance
9387,164917,Documentary
2974,3990,Animation|Children|Comedy
2983,4000,Adventure|Drama
6077,42015,Action|Adventure|Comedy|Drama|Romance
5636,27478,Comedy
9354,162600,Fantasy
180,212,Adventure|Comedy|Crime|Mystery
3777,5288,Documentary|War
5501,26492,Fantasy|Horror|Sci-Fi|Thriller
9093,144976,Horror|Western
2645,3546,Drama|Horror|Thriller
5899,33779,Comedy
2652,3554,Drama|Romance
4257,6219,Action|Drama|Thriller
5476,26326,Drama
8259,105593,Comedy|Crime|Drama
4253,6215,Drama
5031,7846,Comedy|Horror|Sci-Fi
844,1112,Action|Comedy|Drama
9148,148671,Crime|Horror
4236,6185,Action|Crime|Drama|Thriller
7100,70994,Horror|Thriller
9152,148881,Animation|Comedy
3446,4708,Drama|Musical
7302,77364,Action|Adventure|Drama|Mystery|Thriller
2683,3598,Crime|Drama|Romance|Thriller
5338,8916,Comedy|Romance
7098,70984,Comedy
3168,4273,Drama
1568,2107,Horror|Thriller
7106,71131,Documentary
9595,176751,Crime|Thriller
481,549,Drama|Musical
7185,72701,Adventure|Animation|Children|Comedy|Sci-Fi
1254,1670,Drama|War
8102,101076,Action|Adventure|Sci-Fi|Thriller|IMAX
1159,1533,Drama
3830,5382,Comedy
2260,3003,Comedy|Drama|Romance|War
3729,5181,Action|Sci-Fi|Thriller
5441,26116,Horror|Thriller
3991,5637,Drama
2532,3395,Comedy
2542,3406,Action|Adventure|Drama|War
91,103,Mystery|Sci-Fi|Thriller
8809,131714,Action|Adventure
759,998,Action|Crime
5884,33564,Comedy
393,452,Drama
8088,100553,Documentary
2181,2899,Adventure|Animation|Children
5094,8119,Drama
3960,5589,Comedy|Drama
2595,3475,Drama|Romance
4906,7369,Action|Adventure|Children|Comedy|Mystery
2428,3241,Comedy
6253,47465,Drama|Fantasy|Thriller
7079,70361,Action|Thriller
441,506,Drama|Fantasy|Romance
346,389,Drama|Romance|War
3862,5437,Comedy|Sci-Fi|Thriller
3502,4794,Crime|Horror|Mystery
1331,1804,Crime|Drama
1947,2582,Action|Comedy
6309,48698,Documentary
6643,57183,Drama
5561,26778,Comedy
1350,1837,Comedy
1164,1545,Drama
6325,49132,Documentary
3394,4624,Animation|Comedy|Musical
3854,5423,Action|Crime|Thriller
3967,5603,Comedy|Crime
9418,166568,Thriller
4164,6005,Comedy|Documentary
3244,4392,Comedy|Drama|Fantasy|Romance
2844,3810,Drama|Thriller
1553,2091,Children|Sci-Fi
7048,69529,Documentary
5506,26524,Documentary
5192,8477,Romance|Sci-Fi
5378,8982,Drama
7422,81018,Animation
5928,34321,Children|Comedy
6771,60408,Comedy
4534,6744,Comedy|Horror
3267,4429,Drama
7799,92643,Children|Comedy|Drama
2731,3673,Adventure|Children
2011,2681,Comedy|Romance|Sci-Fi
9496,171495,(no genres listed)
3763,5264,Action|Adventure|Sci-Fi|Thriller
9481,170813,Action|Comedy
7732,91126,Drama|War
5409,25850,Comedy|Drama|Romance
6291,48326,Drama
29,30,Crime|Drama
2297,3046,Comedy|Romance
1092,1419,Adventure|Drama
1557,2095,Children|Comedy
7808,93006,Comedy|Musical
4916,7382,Drama|Mystery|Thriller
1533,2069,Drama
8335,108727,Drama
3306,4480,Horror|Sci-Fi
3216,4350,Comedy|Documentary
7803,92694,Drama|Romance|Sci-Fi
3175,4285,Comedy|Romance
7793,92475,Documentary
3269,4433,Drama
3944,5563,Crime|Drama
5769,31437,Drama
3088,4152,Drama
9227,155288,Drama|Thriller|War
4823,7212,Comedy|Romance
3081,4142,Action|Adventure|Drama|Thriller
5228,8582,Documentary|War
9184,151455,Comedy
9177,150596,Comedy|Drama|Sci-Fi
3128,4217,Documentary
9081,143969,Comedy
4847,7259,Drama|Musical
6169,44929,Drama|Romance
3138,4229,Comedy|Romance
7682,89840,Action|Thriller
1103,1437,Drama
4017,5685,Comedy|Drama
7879,95067,Comedy|Drama
6250,47404,Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi
6247,47261,Fantasy|Mystery|Thriller
7776,92008,Action|Thriller
3176,4289,Comedy|Drama
4886,7333,Crime|Drama|Thriller
556,668,Drama
3806,5337,Comedy
1087,1413,Drama
3041,4079,Comedy|Sci-Fi
1976,2624,Drama|Fantasy
3755,5246,Action|Comedy
851,1123,Documentary
6721,59143,Comedy|Documentary
5524,26606,Action|Fantasy|Horror|Romance
5944,34530,Comedy
5142,8327,Drama|Romance
8466,113252,Comedy|Horror|Thriller
6420,51705,Comedy|Romance
6685,58332,Horror|Sci-Fi
6684,58315,Comedy
2770,3712,Comedy
528,617,Comedy|Drama
5047,7925,Action|Adventure
7446,81819,Drama
7454,82041,Horror
5819,32300,Action|Comedy
3420,4663,Comedy
139,166,Comedy|Crime|Drama
7463,82242,Action|Comedy
605,760,Drama|War
5457,26183,Action|Adventure|Animation|Children|Comedy
1949,2585,Drama|Romance
3772,5279,Comedy|Romance
4414,6530,Drama|Horror|Mystery|Thriller
5822,32387,Action|Drama
4537,6750,Comedy|Drama|Romance
2719,3655,Drama
5512,26554,Drama|Mystery|Sci-Fi
5826,32456,Animation|Comedy|Drama|Fantasy
4469,6612,Documentary
3745,5224,Documentary
6845,62376,Adventure|Children|Sci-Fi
7227,73929,Action|Fantasy|Horror|Thriller
3457,4721,Action|Comedy|Western
8510,114762,Comedy|Romance
8507,114678,Adventure|Comedy|Drama
9602,177763,Crime|Drama|Mystery
6881,63540,Adventure|Children|Comedy
8169,103107,Documentary
5341,8919,Comedy|Drama|Fantasy|Romance
9548,173925,Sci-Fi|Thriller
8061,99764,Animation|Comedy|Drama|Fantasy|Sci-Fi
3447,4709,Comedy|Musical|Western
7334,78316,Drama|Romance
9533,173197,Drama
8491,114060,Crime|Drama|Thriller
6891,64032,Comedy
9611,178827,Adventure|Animation|Children|Comedy
4225,6159,Drama|Romance
5511,26547,Action|Comedy|Crime|Thriller
4219,6148,Drama|Horror|Thriller
7165,72308,Action|Adventure|Drama|Sci-Fi
9636,180497,Drama|Thriller
4183,6040,Horror|Thriller
34,38,Children|Comedy
6998,68269,Drama|Romance
4129,5949,Thriller
8851,133802,Action|Thriller|Western
6524,54732,Comedy
2358,3127,Comedy|Drama
3013,4035,Romance|Western
36,40,Drama
2927,3930,Adventure|Horror|Sci-Fi
8375,109968,Action|Drama
8118,101765,Adventure|Comedy|Romance
5847,32770,Drama
5274,8724,Drama|War
6489,53466,Adventure|Crime|Thriller
2945,3953,Comedy|Romance
7088,70641,Comedy
3526,4826,Action|Adventure|Drama|War
6073,42007,Comedy|Drama|Romance
3648,5021,Comedy|Crime|Mystery|Thriller
8364,109673,Action|Drama|War|IMAX
8608,118888,Comedy
5022,7834,Comedy|Crime|Mystery|Romance
6995,68194,Drama
8106,101283,Comedy
2494,3330,Drama|Romance
7494,83827,Documentary
5136,8268,Action|Thriller
4285,6269,Documentary
4614,6885,Crime|Drama|Mystery|Romance|Thriller
3856,5425,Drama|War
5104,8142,Action|Crime
7507,84414,Action|Adventure|Animation|Sci-Fi
9422,166946,Drama
6960,66511,Comedy|Drama
5036,7888,Comedy|Musical
6006,38388,Drama
1728,2323,Documentary
498,577,Adventure|Children|Drama
4638,6945,Documentary
1068,1389,Action|Horror
63,71,Action
8720,127152,Documentary
6969,66943,Comedy|Crime|Horror|Thriller
6573,55278,Drama|Mystery|Thriller
4653,6963,Documentary
4725,7056,Action|Crime|Drama
1224,1626,Action|Drama|Thriller
3485,4771,Drama
5858,33090,Animation|Comedy|Sci-Fi
5118,8195,Drama|Mystery|Romance
3859,5433,Adventure|Drama|Horror|Mystery|Thriller
8236,104875,Adventure|Comedy|Musical|Sci-Fi
8958,138204,Comedy
5111,8167,Action|Adventure|Romance
1277,1695,Drama
8091,100611,Adventure|Animation|Comedy|Sci-Fi
3467,4736,Comedy|Drama|Romance
1325,1793,Comedy
3262,4422,Drama
8197,103624,Drama
4962,7584,Comedy|Romance
3839,5398,Drama
5811,32213,Horror|Mystery|Sci-Fi|Thriller
3340,4531,Action
5010,7789,Drama
5799,32009,Comedy|Drama|Romance
5006,7773,Drama
6057,41527,Crime|Drama|Thriller|War
5157,8369,Action|Crime|Horror|Mystery|Thriller
5000,7756,Action|Drama|War
1408,1929,Drama|Romance
1174,1564,Comedy|Drama|Romance
6100,42946,Action|Comedy
7905,95475,Action|Adventure|Animation
4983,7705,Comedy|Romance
9052,142456,(no genres listed)
1377,1888,Comedy|Drama|Romance
1473,1999,Horror
3264,4426,Film-Noir
5963,36509,Action|Adventure|Horror|Mystery|Sci-Fi|Thriller
1279,1699,Comedy|Drama
3449,4711,Documentary
5078,8016,Action|Crime|Drama|Thriller
8053,99437,Comedy|Fantasy|Horror
8235,104863,Comedy|Drama|Romance
5934,34336,Comedy|Romance
8022,98279,Comedy
4949,7493,Drama
8226,104339,Comedy
5146,8337,Drama|War
7852,94150,Comedy|Romance
1209,1609,Drama|Thriller
8012,98083,Comedy|Documentary
3401,4634,Adventure|Comedy
3277,4442,Action|Comedy|Drama
3508,4801,Drama
401,460,Comedy
1580,2120,Drama|Horror
5126,8235,Action|Comedy|Romance
4158,5994,Drama|Romance
204,238,Adventure|Children
7806,92938,Action|Fantasy|Thriller
2875,3849,Horror|Mystery|Thriller
3788,5304,Drama|War
4450,6579,Comedy
9406,165969,Documentary
1910,2535,Action|Drama|Thriller
9411,166291,Animation|Drama|Romance
6874,63276,Action
2853,3823,Drama
7233,74228,Drama|Horror|Mystery|Thriller
182,214,Drama|War
6602,55946,Drama|Thriller|War
4623,6902,Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
5577,26870,Comedy
2839,3802,Action|Sci-Fi
2575,3447,Drama
6564,55250,Comedy
6561,55241,Comedy
1076,1397,Drama
5611,27186,Adventure|Animation|Children|Fantasy
1824,2425,Crime
5276,8730,Action|Drama|War
7580,86628,Action|Crime
7199,73042,Animation|Children|Comedy|Musical
1840,2448,Horror|Sci-Fi
2910,3909,Comedy|Romance
7568,86295,Comedy|Horror|Mystery|Thriller
8547,116668,Action|Comedy|Horror
7551,85788,Fantasy|Horror|Thriller
1875,2494,Documentary
6553,55116,Action|Adventure|Comedy|Drama|Thriller
5279,8748,Comedy
8730,127298,Comedy|Drama
9375,164200,Animation|Children|Comedy
2835,3797,Thriller
2829,3790,Drama
6493,53574,Comedy|Drama
614,779,Drama|Romance
2165,2882,Drama
2663,3569,Comedy|Drama
2069,2749,Drama|Mystery
5330,8906,Horror
2711,3641,Drama
8484,113741,Drama|Mystery|Sci-Fi|Thriller
8489,114028,Comedy|Drama
4507,6687,Comedy|Romance
7239,74450,Comedy|Romance
4505,6684,Drama|Romance
2136,2844,Drama|Mystery
2673,3584,Action|Drama|Romance|Thriller
105,121,Drama
5495,26444,Adventure|Comedy|Sci-Fi
4242,6195,Documentary
6825,61406,Drama
4211,6122,Comedy|Documentary
7406,80615,Adventure|Animation|Fantasy|IMAX
5318,8864,Comedy|Drama
5525,26612,Crime|Drama|Thriller
2826,3787,Comedy
9577,175661,Action|Comedy
5302,8813,Drama
7468,82499,Comedy|Drama|Romance
4595,6856,Drama|Musical
2800,3746,Drama
7247,74553,Animation|Fantasy
5544,26704,Crime|Drama|Thriller
7455,82053,Comedy|Crime
5536,26681,Action|Drama|War
7451,81910,Documentary
1963,2607,Drama|Romance
8460,112911,Action|Adventure
4470,6614,Comedy|Crime
8529,115664,Adventure|Animation|Romance
2665,3572,Horror|Sci-Fi
7268,74948,Crime|Drama|Thriller
7593,86898,Drama
321,363,Documentary
3113,4193,Musical
3111,4190,Drama
2423,3225,Comedy|Romance
7020,68945,Action|Animation|Mystery|Sci-Fi
4304,6298,Comedy|Crime
6334,49284,Comedy|Drama|Romance
2334,3094,Drama|Romance
3090,4154,Animation|Children
5413,25886,Drama|Romance
3085,4147,Comedy|Drama|Romance
2322,3078,Drama
3723,5165,Horror
5415,25898,Drama
2321,3077,Documentary
6483,53435,Crime|Horror|Thriller
1638,2185,Thriller
9195,151763,Mystery
569,695,Mystery|Thriller
564,685,Drama
7796,92509,Drama|Romance
3980,5619,Documentary
6219,46347,Documentary
4896,7352,Comedy|Drama|Romance
8258,105585,Action|Crime|Thriller
2402,3190,Adventure|Sci-Fi|Thriller
3181,4294,Children|Fantasy|Musical
7724,90888,Action|Drama|Fantasy
3163,4263,Drama
4012,5678,Action|Comedy|Crime|Thriller
1604,2147,Adventure|Drama|Fantasy
4845,7257,Comedy|Crime|Thriller
6292,48342,Comedy|Drama|Romance
567,692,Action|Sci-Fi|Thriller
327,369,Drama
5695,27820,Documentary|Drama
2474,3299,Comedy|Drama
3029,4061,Drama|Romance
2947,3957,Action|Drama
3649,5023,Drama
72,80,Children|Drama
2538,3402,Comedy|Drama|Romance
2973,3989,Documentary
7605,87298,Comedy|Drama
6449,52668,Comedy|Drama|Romance
4405,6509,Drama|Romance
2517,3372,Action|War
6963,66744,Drama
3027,4055,Drama
1745,2342,Comedy|Drama
4754,7089,Comedy|Drama
4752,7087,Adventure|Drama
7114,71252,Horror|Thriller
6375,50658,Documentary
299,341,Drama
4385,6448,Action|Adventure|Drama
4756,7091,Comedy
9275,158783,Drama|Romance|Thriller
9276,158813,Adventure|Children|Fantasy
9257,157312,Comedy
9246,156726,Thriller
8759,128968,Animation|Children|Comedy
8321,107953,Action|Animation|Fantasy|IMAX
4764,7104,Comedy|War
280,321,Drama
5137,8270,Comedy|Drama|Romance
679,897,Adventure|Drama|Romance|War
721,941,Adventure
5466,26249,Comedy|Western
5452,26159,Action|Crime|Drama
5362,8959,Drama|Mystery
5399,25788,Crime|Drama
8614,118985,Drama
726,946,Comedy|Drama|War
8575,117545,Animation
8601,118702,Drama|War
761,1003,Drama|Thriller
